Delivery Start (CET);Delivery End (CET);NO4 Fossil Gas (MW);NO4 Hydro Run Of River And Poundage (MW);NO4 Hydro Water Reservoir (MW);NO4 Other (MW);NO4 Other Renewable (MW);NO4 Wind Offshore (MW);NO4 Wind Onshore (MW);NO4 Total (MW)
23.04.2023 19:00:00;23.04.2023 20:00:00;201;234;3324;;23;;328;4110
23.04.2023 20:00:00;23.04.2023 21:00:00;201;232;3339;;25;;321;4118
23.04.2023 21:00:00;23.04.2023 22:00:00;201;231;3313;;24;;290;4059
23.04.2023 22:00:00;23.04.2023 23:00:00;201;221;3337;;27;;243;4029
23.04.2023 23:00:00;24.04.2023 00:00:00;201;223;3174;;23;;223;3844
24.04.2023 00:00:00;24.04.2023 01:00:00;198;206;3217;;23;;189;3833
24.04.2023 01:00:00;24.04.2023 02:00:00;198;203;3124;;29;;159;3713
24.04.2023 02:00:00;24.04.2023 03:00:00;198;201;3120;;26;;119;3664
24.04.2023 03:00:00;24.04.2023 04:00:00;199;198;3192;;29;;105;3723
24.04.2023 04:00:00;24.04.2023 05:00:00;198;208;3247;;26;;105;3784
24.04.2023 05:00:00;24.04.2023 06:00:00;199;224;3236;;0;;107;3766
24.04.2023 06:00:00;24.04.2023 07:00:00;199;219;3336;;0;;96;3850
24.04.2023 07:00:00;24.04.2023 08:00:00;195;220;3600;;17;;77;4109
24.04.2023 08:00:00;24.04.2023 09:00:00;184;228;3631;;19;;86;4148
24.04.2023 09:00:00;24.04.2023 10:00:00;185;216;3588;;19;;77;4085
24.04.2023 10:00:00;24.04.2023 11:00:00;185;197;3436;;22;;113;3953
24.04.2023 11:00:00;24.04.2023 12:00:00;185;193;3402;;21;;69;3870
24.04.2023 12:00:00;24.04.2023 13:00:00;187;196;3446;;28;;64;3921
24.04.2023 13:00:00;24.04.2023 14:00:00;188;201;3415;;25;;66;3895
24.04.2023 14:00:00;24.04.2023 15:00:00;187;202;3499;;21;;77;3986
24.04.2023 15:00:00;24.04.2023 16:00:00;185;199;3393;;22;;97;3896
24.04.2023 16:00:00;24.04.2023 17:00:00;186;202;3373;;23;;87;3871
24.04.2023 17:00:00;24.04.2023 18:00:00;187;202;3431;;22;;111;3953
24.04.2023 18:00:00;24.04.2023 19:00:00;187;202;3417;;23;;138;3967
24.04.2023 19:00:00;24.04.2023 20:00:00;187;201;3350;;20;;154;3912
24.04.2023 20:00:00;24.04.2023 21:00:00;187;199;3324;;19;;142;3871
24.04.2023 21:00:00;24.04.2023 22:00:00;187;196;3222;;14;;169;3788
24.04.2023 22:00:00;24.04.2023 23:00:00;186;184;3202;;11;;190;3773
24.04.2023 23:00:00;25.04.2023 00:00:00;186;178;3147;;11;;212;3734
25.04.2023 00:00:00;25.04.2023 01:00:00;186;186;3011;;11;;227;3621
25.04.2023 01:00:00;25.04.2023 02:00:00;196;189;2944;;12;;243;3584
25.04.2023 02:00:00;25.04.2023 03:00:00;198;181;2968;;12;;277;3636
25.04.2023 03:00:00;25.04.2023 04:00:00;198;180;2942;;11;;310;3641
25.04.2023 04:00:00;25.04.2023 05:00:00;198;178;2877;;11;;376;3640
25.04.2023 05:00:00;25.04.2023 06:00:00;199;177;2868;;13;;377;3634
25.04.2023 06:00:00;25.04.2023 07:00:00;198;176;3014;;14;;370;3772
25.04.2023 07:00:00;25.04.2023 08:00:00;193;200;3303;;15;;375;4086
25.04.2023 08:00:00;25.04.2023 09:00:00;181;201;3337;;15;;356;4090
25.04.2023 09:00:00;25.04.2023 10:00:00;181;200;3265;;18;;359;4023
25.04.2023 10:00:00;25.04.2023 11:00:00;183;192;3262;;20;;362;4019
25.04.2023 11:00:00;25.04.2023 12:00:00;184;192;3216;;19;;391;4002
25.04.2023 12:00:00;25.04.2023 13:00:00;184;185;3253;;22;;368;4012
25.04.2023 13:00:00;25.04.2023 14:00:00;183;171;3001;;19;;346;3720
25.04.2023 14:00:00;25.04.2023 15:00:00;183;167;2980;;18;;314;3662
25.04.2023 15:00:00;25.04.2023 16:00:00;185;166;2917;;17;;310;3595
25.04.2023 16:00:00;25.04.2023 17:00:00;186;167;2972;;18;;275;3618
25.04.2023 17:00:00;25.04.2023 18:00:00;186;174;3032;;18;;260;3670
25.04.2023 18:00:00;25.04.2023 19:00:00;186;177;3125;;18;;263;3769
25.04.2023 19:00:00;25.04.2023 20:00:00;186;177;3119;;17;;240;3739
25.04.2023 20:00:00;25.04.2023 21:00:00;186;176;3172;;19;;249;3802
25.04.2023 21:00:00;25.04.2023 22:00:00;186;178;3420;;20;;288;4092
25.04.2023 22:00:00;25.04.2023 23:00:00;186;174;3228;;20;;329;3937
25.04.2023 23:00:00;26.04.2023 00:00:00;186;169;3176;;22;;258;3811
26.04.2023 00:00:00;26.04.2023 01:00:00;186;169;3012;;21;;188;3576
26.04.2023 01:00:00;26.04.2023 02:00:00;186;172;3035;;21;;168;3582
26.04.2023 02:00:00;26.04.2023 03:00:00;186;171;3037;;20;;138;3552
26.04.2023 03:00:00;26.04.2023 04:00:00;186;166;3075;;22;;143;3592
26.04.2023 04:00:00;26.04.2023 05:00:00;188;178;3090;;19;;147;3622
26.04.2023 05:00:00;26.04.2023 06:00:00;187;193;3093;;21;;167;3661
26.04.2023 06:00:00;26.04.2023 07:00:00;183;192;3189;;19;;178;3761
26.04.2023 07:00:00;26.04.2023 08:00:00;173;179;3199;;18;;191;3760
26.04.2023 08:00:00;26.04.2023 09:00:00;176;176;3160;;19;;206;3737
26.04.2023 09:00:00;26.04.2023 10:00:00;182;173;3194;;20;;183;3752
26.04.2023 10:00:00;26.04.2023 11:00:00;182;177;3235;;22;;187;3803
26.04.2023 11:00:00;26.04.2023 12:00:00;182;175;3248;;18;;177;3800
26.04.2023 12:00:00;26.04.2023 13:00:00;181;176;3296;;19;;175;3847
26.04.2023 13:00:00;26.04.2023 14:00:00;185;174;3331;;20;;186;3896
26.04.2023 14:00:00;26.04.2023 15:00:00;192;174;3301;;20;;216;3903
26.04.2023 15:00:00;26.04.2023 16:00:00;193;164;3214;;16;;225;3812
26.04.2023 16:00:00;26.04.2023 17:00:00;193;168;3197;;24;;221;3803
26.04.2023 17:00:00;26.04.2023 18:00:00;193;164;3217;;20;;227;3821
26.04.2023 18:00:00;26.04.2023 19:00:00;193;167;3392;;17;;257;4026
26.04.2023 19:00:00;26.04.2023 20:00:00;195;181;3500;;21;;287;4184
26.04.2023 20:00:00;26.04.2023 21:00:00;194;179;3491;;21;;317;4202
26.04.2023 21:00:00;26.04.2023 22:00:00;197;178;3455;;23;;297;4150
26.04.2023 22:00:00;26.04.2023 23:00:00;196;177;3333;;21;;285;4012
26.04.2023 23:00:00;27.04.2023 00:00:00;197;176;3407;;12;;280;4072
27.04.2023 00:00:00;27.04.2023 01:00:00;197;173;3118;;11;;349;3848
27.04.2023 01:00:00;27.04.2023 02:00:00;198;171;3122;;10;;407;3908
27.04.2023 02:00:00;27.04.2023 03:00:00;199;176;3130;;11;;374;3890
27.04.2023 03:00:00;27.04.2023 04:00:00;199;178;3146;;14;;363;3900
27.04.2023 04:00:00;27.04.2023 05:00:00;200;177;3131;;12;;421;3941
27.04.2023 05:00:00;27.04.2023 06:00:00;203;175;3109;;12;;408;3907
27.04.2023 06:00:00;27.04.2023 07:00:00;204;177;3195;;13;;372;3961
27.04.2023 07:00:00;27.04.2023 08:00:00;202;175;3299;;15;;439;4130
27.04.2023 08:00:00;27.04.2023 09:00:00;201;173;3186;;14;;396;3970
27.04.2023 09:00:00;27.04.2023 10:00:00;202;173;3180;;12;;399;3966
27.04.2023 10:00:00;27.04.2023 11:00:00;202;171;3185;;12;;412;3982
27.04.2023 11:00:00;27.04.2023 12:00:00;201;172;3198;;13;;395;3979
27.04.2023 12:00:00;27.04.2023 13:00:00;201;174;3124;;12;;405;3916
27.04.2023 13:00:00;27.04.2023 14:00:00;201;174;3112;;14;;443;3944
27.04.2023 14:00:00;27.04.2023 15:00:00;201;173;3050;;13;;464;3901
27.04.2023 15:00:00;27.04.2023 16:00:00;201;172;3056;;12;;482;3923
27.04.2023 16:00:00;27.04.2023 17:00:00;201;174;3109;;49;;477;4010
27.04.2023 17:00:00;27.04.2023 18:00:00;201;176;3090;;50;;468;3985
27.04.2023 18:00:00;27.04.2023 19:00:00;201;178;3133;;48;;467;4027
27.04.2023 19:00:00;27.04.2023 20:00:00;202;178;3181;;44;;455;4060
27.04.2023 20:00:00;27.04.2023 21:00:00;201;185;3170;;43;;440;4039
27.04.2023 21:00:00;27.04.2023 22:00:00;201;186;3182;;32;;460;4061
27.04.2023 22:00:00;27.04.2023 23:00:00;201;185;3225;;46;;465;4122
27.04.2023 23:00:00;28.04.2023 00:00:00;201;182;3107;;56;;447;3993
28.04.2023 00:00:00;28.04.2023 01:00:00;202;176;3019;;52;;443;3892
28.04.2023 01:00:00;28.04.2023 02:00:00;202;176;2999;;52;;384;3813
28.04.2023 02:00:00;28.04.2023 03:00:00;202;179;3006;;48;;392;3827
28.04.2023 03:00:00;28.04.2023 04:00:00;201;180;3032;;50;;428;3891
28.04.2023 04:00:00;28.04.2023 05:00:00;201;182;3038;;48;;447;3916
28.04.2023 05:00:00;28.04.2023 06:00:00;202;178;3004;;47;;435;3866
28.04.2023 06:00:00;28.04.2023 07:00:00;202;180;3097;;44;;454;3977
28.04.2023 07:00:00;28.04.2023 08:00:00;201;173;3216;;44;;492;4126
28.04.2023 08:00:00;28.04.2023 09:00:00;202;167;3211;;44;;488;4112
28.04.2023 09:00:00;28.04.2023 10:00:00;200;168;3153;;43;;426;3990
28.04.2023 10:00:00;28.04.2023 11:00:00;197;182;3172;;46;;363;3960
28.04.2023 11:00:00;28.04.2023 12:00:00;196;181;3304;;47;;355;4083
28.04.2023 12:00:00;28.04.2023 13:00:00;195;182;3295;;48;;302;4022
28.04.2023 13:00:00;28.04.2023 14:00:00;194;184;3297;;54;;275;4004
28.04.2023 14:00:00;28.04.2023 15:00:00;195;182;3267;;62;;319;4025
28.04.2023 15:00:00;28.04.2023 16:00:00;195;178;3282;;61;;411;4127
28.04.2023 16:00:00;28.04.2023 17:00:00;196;174;3274;;60;;383;4087
28.04.2023 17:00:00;28.04.2023 18:00:00;195;184;3324;;58;;353;4114
28.04.2023 18:00:00;28.04.2023 19:00:00;195;186;3324;;58;;356;4119
28.04.2023 19:00:00;28.04.2023 20:00:00;195;194;3418;;55;;350;4212
28.04.2023 20:00:00;28.04.2023 21:00:00;195;196;3430;;57;;305;4183
28.04.2023 21:00:00;28.04.2023 22:00:00;195;196;3435;;59;;250;4135
28.04.2023 22:00:00;28.04.2023 23:00:00;195;199;3403;;60;;249;4106
28.04.2023 23:00:00;29.04.2023 00:00:00;195;191;3295;;62;;240;3983
29.04.2023 00:00:00;29.04.2023 01:00:00;194;196;3224;;63;;244;3921
29.04.2023 01:00:00;29.04.2023 02:00:00;193;193;3274;;61;;221;3942
29.04.2023 02:00:00;29.04.2023 03:00:00;194;196;3211;;59;;192;3852
29.04.2023 03:00:00;29.04.2023 04:00:00;193;194;3221;;60;;164;3832
29.04.2023 04:00:00;29.04.2023 05:00:00;194;194;3211;;58;;156;3813
29.04.2023 05:00:00;29.04.2023 06:00:00;194;185;3151;;61;;198;3789
29.04.2023 06:00:00;29.04.2023 07:00:00;195;181;3184;;59;;231;3850
29.04.2023 07:00:00;29.04.2023 08:00:00;194;177;3211;;58;;220;3860
29.04.2023 08:00:00;29.04.2023 09:00:00;194;183;3267;;57;;219;3920
29.04.2023 09:00:00;29.04.2023 10:00:00;193;187;3268;;57;;217;3922
29.04.2023 10:00:00;29.04.2023 11:00:00;194;183;3157;;55;;219;3808
29.04.2023 11:00:00;29.04.2023 12:00:00;194;180;3157;;53;;239;3823
29.04.2023 12:00:00;29.04.2023 13:00:00;195;181;3196;;58;;244;3874
29.04.2023 13:00:00;29.04.2023 14:00:00;195;181;3114;;58;;238;3786
29.04.2023 14:00:00;29.04.2023 15:00:00;195;180;2810;;64;;241;3490
29.04.2023 15:00:00;29.04.2023 16:00:00;195;177;2775;;63;;218;3428
29.04.2023 16:00:00;29.04.2023 17:00:00;194;180;2557;;61;;271;3263
29.04.2023 17:00:00;29.04.2023 18:00:00;194;178;2762;;59;;267;3460
29.04.2023 18:00:00;29.04.2023 19:00:00;195;179;2897;;61;;297;3629
29.04.2023 19:00:00;29.04.2023 20:00:00;195;178;3025;;59;;304;3761
29.04.2023 20:00:00;29.04.2023 21:00:00;195;178;2873;;58;;259;3563
29.04.2023 21:00:00;29.04.2023 22:00:00;195;177;2801;;51;;282;3506
29.04.2023 22:00:00;29.04.2023 23:00:00;195;162;2676;;48;;290;3371
29.04.2023 23:00:00;30.04.2023 00:00:00;195;158;2438;;48;;253;3092
30.04.2023 00:00:00;30.04.2023 01:00:00;196;143;2509;;15;;253;3116
30.04.2023 01:00:00;30.04.2023 02:00:00;196;130;2507;;18;;268;3119
30.04.2023 02:00:00;30.04.2023 03:00:00;196;130;2401;;13;;346;3086
30.04.2023 03:00:00;30.04.2023 04:00:00;196;128;2335;;22;;346;3027
30.04.2023 04:00:00;30.04.2023 05:00:00;195;128;1898;;22;;378;2621
30.04.2023 05:00:00;30.04.2023 06:00:00;196;127;1811;;22;;438;2594
30.04.2023 06:00:00;30.04.2023 07:00:00;196;127;2044;;24;;480;2871
30.04.2023 07:00:00;30.04.2023 08:00:00;196;123;2377;;22;;491;3209
30.04.2023 08:00:00;30.04.2023 09:00:00;196;139;2436;;23;;491;3285
30.04.2023 09:00:00;30.04.2023 10:00:00;197;147;2359;;24;;488;3215
30.04.2023 10:00:00;30.04.2023 11:00:00;196;147;1802;;25;;465;2635
30.04.2023 11:00:00;30.04.2023 12:00:00;196;147;1251;;25;;464;2083
30.04.2023 12:00:00;30.04.2023 13:00:00;196;147;1209;;23;;491;2066
30.04.2023 13:00:00;30.04.2023 14:00:00;196;146;1161;;22;;521;2046
30.04.2023 14:00:00;30.04.2023 15:00:00;197;144;1138;;23;;509;2011
30.04.2023 15:00:00;30.04.2023 16:00:00;197;147;1207;;24;;505;2080
30.04.2023 16:00:00;30.04.2023 17:00:00;196;145;1318;;23;;520;2202
30.04.2023 17:00:00;30.04.2023 18:00:00;197;143;2042;;23;;576;2981
30.04.2023 18:00:00;30.04.2023 19:00:00;196;148;1864;;23;;502;2733
30.04.2023 19:00:00;30.04.2023 20:00:00;196;144;1801;;22;;441;2604
30.04.2023 20:00:00;30.04.2023 21:00:00;196;152;1883;;23;;507;2761
30.04.2023 21:00:00;30.04.2023 22:00:00;197;153;2335;;24;;553;3262
30.04.2023 22:00:00;30.04.2023 23:00:00;197;148;2294;;24;;503;3166
30.04.2023 23:00:00;01.05.2023 00:00:00;196;143;2168;;24;;487;3018
01.05.2023 00:00:00;01.05.2023 01:00:00;196;141;2491;;22;;435;3285
01.05.2023 01:00:00;01.05.2023 02:00:00;196;143;2507;;23;;420;3289
01.05.2023 02:00:00;01.05.2023 03:00:00;197;152;2523;;25;;352;3249
01.05.2023 03:00:00;01.05.2023 04:00:00;195;156;2575;;22;;341;3289
01.05.2023 04:00:00;01.05.2023 05:00:00;199;153;2620;;21;;332;3325
01.05.2023 05:00:00;01.05.2023 06:00:00;199;153;2942;;24;;286;3604
01.05.2023 06:00:00;01.05.2023 07:00:00;199;160;3125;;24;;185;3693
01.05.2023 07:00:00;01.05.2023 08:00:00;199;183;3186;;25;;119;3712
01.05.2023 08:00:00;01.05.2023 09:00:00;198;184;3080;;26;;111;3599
01.05.2023 09:00:00;01.05.2023 10:00:00;197;167;3062;;27;;96;3549
01.05.2023 10:00:00;01.05.2023 11:00:00;199;163;2992;;31;;100;3485
01.05.2023 11:00:00;01.05.2023 12:00:00;199;163;2732;;27;;100;3221
01.05.2023 12:00:00;01.05.2023 13:00:00;198;167;2576;;26;;109;3076
01.05.2023 13:00:00;01.05.2023 14:00:00;197;150;2688;;24;;102;3161
01.05.2023 14:00:00;01.05.2023 15:00:00;197;146;2731;;23;;122;3219
01.05.2023 15:00:00;01.05.2023 16:00:00;196;156;2879;;23;;104;3358
01.05.2023 16:00:00;01.05.2023 17:00:00;193;158;3293;;22;;100;3766
01.05.2023 17:00:00;01.05.2023 18:00:00;191;156;3272;;24;;119;3762
01.05.2023 18:00:00;01.05.2023 19:00:00;192;156;3320;;22;;137;3827
01.05.2023 19:00:00;01.05.2023 20:00:00;192;154;3275;;20;;114;3755
01.05.2023 20:00:00;01.05.2023 21:00:00;192;154;3264;;22;;132;3764
01.05.2023 21:00:00;01.05.2023 22:00:00;192;154;3303;;19;;161;3829
01.05.2023 22:00:00;01.05.2023 23:00:00;191;153;3260;;20;;161;3785
01.05.2023 23:00:00;02.05.2023 00:00:00;192;154;3234;;23;;151;3754
02.05.2023 00:00:00;02.05.2023 01:00:00;192;153;3220;;23;;181;3769
02.05.2023 01:00:00;02.05.2023 02:00:00;193;153;3247;;21;;218;3832
02.05.2023 02:00:00;02.05.2023 03:00:00;192;153;3195;;21;;206;3767
02.05.2023 03:00:00;02.05.2023 04:00:00;193;151;3186;;20;;248;3798
02.05.2023 04:00:00;02.05.2023 05:00:00;192;153;3119;;16;;274;3754
02.05.2023 05:00:00;02.05.2023 06:00:00;192;153;3033;;18;;293;3689
02.05.2023 06:00:00;02.05.2023 07:00:00;192;140;2734;;18;;334;3418
02.05.2023 07:00:00;02.05.2023 08:00:00;193;137;2830;;22;;342;3524
02.05.2023 08:00:00;02.05.2023 09:00:00;193;135;2754;;22;;412;3516
02.05.2023 09:00:00;02.05.2023 10:00:00;193;135;2771;;22;;461;3582
02.05.2023 10:00:00;02.05.2023 11:00:00;193;135;2684;;22;;451;3485
02.05.2023 11:00:00;02.05.2023 12:00:00;193;134;2728;;22;;428;3505
02.05.2023 12:00:00;02.05.2023 13:00:00;193;134;2690;;22;;412;3451
02.05.2023 13:00:00;02.05.2023 14:00:00;193;133;2555;;23;;469;3373
02.05.2023 14:00:00;02.05.2023 15:00:00;193;133;2500;;22;;487;3335
02.05.2023 15:00:00;02.05.2023 16:00:00;194;132;2498;;21;;514;3359
02.05.2023 16:00:00;02.05.2023 17:00:00;192;133;2695;;23;;490;3533
02.05.2023 17:00:00;02.05.2023 18:00:00;193;129;2628;;22;;487;3459
02.05.2023 18:00:00;02.05.2023 19:00:00;193;127;2560;;23;;500;3403
02.05.2023 19:00:00;02.05.2023 20:00:00;193;126;2653;;22;;488;3482
02.05.2023 20:00:00;02.05.2023 21:00:00;193;128;2670;;22;;467;3480
02.05.2023 21:00:00;02.05.2023 22:00:00;194;127;2677;;24;;448;3470
02.05.2023 22:00:00;02.05.2023 23:00:00;193;128;2189;;25;;389;2924
02.05.2023 23:00:00;03.05.2023 00:00:00;193;127;1935;;27;;383;2665
03.05.2023 00:00:00;03.05.2023 01:00:00;193;113;1941;;24;;398;2669
03.05.2023 01:00:00;03.05.2023 02:00:00;193;110;2248;;23;;426;3000
03.05.2023 02:00:00;03.05.2023 03:00:00;193;127;2545;;25;;435;3325
03.05.2023 03:00:00;03.05.2023 04:00:00;193;126;2642;;24;;367;3352
03.05.2023 04:00:00;03.05.2023 05:00:00;182;127;2743;;23;;295;3370
03.05.2023 05:00:00;03.05.2023 06:00:00;140;138;2804;;25;;217;3324
03.05.2023 06:00:00;03.05.2023 07:00:00;84;142;2871;;24;;194;3315
03.05.2023 07:00:00;03.05.2023 08:00:00;49;140;2924;;24;;215;3352
03.05.2023 08:00:00;03.05.2023 09:00:00;28;129;2878;;24;;222;3281
03.05.2023 09:00:00;03.05.2023 10:00:00;21;129;2672;;24;;224;3070
03.05.2023 10:00:00;03.05.2023 11:00:00;21;129;2390;;25;;210;2775
03.05.2023 11:00:00;03.05.2023 12:00:00;31;133;2340;;24;;219;2747
03.05.2023 12:00:00;03.05.2023 13:00:00;70;130;2339;;24;;244;2807
03.05.2023 13:00:00;03.05.2023 14:00:00;71;128;1935;;20;;231;2385
03.05.2023 14:00:00;03.05.2023 15:00:00;92;128;2139;;12;;244;2615
03.05.2023 15:00:00;03.05.2023 16:00:00;96;128;2173;;16;;255;2668
03.05.2023 16:00:00;03.05.2023 17:00:00;97;129;2211;;18;;240;2695
03.05.2023 17:00:00;03.05.2023 18:00:00;95;131;2494;;17;;273;3010
03.05.2023 18:00:00;03.05.2023 19:00:00;114;143;2803;;19;;275;3354
03.05.2023 19:00:00;03.05.2023 20:00:00;91;152;2798;;19;;303;3363
03.05.2023 20:00:00;03.05.2023 21:00:00;87;152;2860;;21;;301;3421
03.05.2023 21:00:00;03.05.2023 22:00:00;83;153;2992;;26;;237;3491
03.05.2023 22:00:00;03.05.2023 23:00:00;85;152;2964;;32;;232;3465
03.05.2023 23:00:00;04.05.2023 00:00:00;92;153;2736;;35;;223;3239
04.05.2023 00:00:00;04.05.2023 01:00:00;91;155;2627;;25;;236;3134
04.05.2023 01:00:00;04.05.2023 02:00:00;93;154;2693;;23;;239;3202
04.05.2023 02:00:00;04.05.2023 03:00:00;96;155;2816;;23;;256;3346
04.05.2023 03:00:00;04.05.2023 04:00:00;134;152;2777;;19;;266;3348
04.05.2023 04:00:00;04.05.2023 05:00:00;145;152;2708;;14;;263;3282
04.05.2023 05:00:00;04.05.2023 06:00:00;143;153;2746;;17;;243;3302
04.05.2023 06:00:00;04.05.2023 07:00:00;148;154;2891;;17;;221;3431
04.05.2023 07:00:00;04.05.2023 08:00:00;160;152;3143;;22;;209;3686
04.05.2023 08:00:00;04.05.2023 09:00:00;158;152;3135;;24;;189;3658
04.05.2023 09:00:00;04.05.2023 10:00:00;159;152;3019;;23;;185;3538
04.05.2023 10:00:00;04.05.2023 11:00:00;165;156;2935;;24;;172;3452
04.05.2023 11:00:00;04.05.2023 12:00:00;169;155;2919;;26;;224;3493
04.05.2023 12:00:00;04.05.2023 13:00:00;118;158;2906;;26;;290;3498
04.05.2023 13:00:00;04.05.2023 14:00:00;115;165;2789;;23;;299;3391
04.05.2023 14:00:00;04.05.2023 15:00:00;116;163;2859;;24;;321;3483
04.05.2023 15:00:00;04.05.2023 16:00:00;117;159;2868;;24;;311;3479
04.05.2023 16:00:00;04.05.2023 17:00:00;115;142;2844;;25;;317;3443
04.05.2023 17:00:00;04.05.2023 18:00:00;111;141;2785;;24;;335;3396
04.05.2023 18:00:00;04.05.2023 19:00:00;108;144;2805;;26;;265;3348
04.05.2023 19:00:00;04.05.2023 20:00:00;100;131;2876;;26;;188;3321
04.05.2023 20:00:00;04.05.2023 21:00:00;100;145;2911;;23;;169;3348
04.05.2023 21:00:00;04.05.2023 22:00:00;100;145;3058;;22;;139;3464
04.05.2023 22:00:00;04.05.2023 23:00:00;100;145;3085;;24;;95;3449
04.05.2023 23:00:00;05.05.2023 00:00:00;99;144;3013;;28;;114;3398
05.05.2023 00:00:00;05.05.2023 01:00:00;99;149;2784;;24;;99;3155
05.05.2023 01:00:00;05.05.2023 02:00:00;99;146;2834;;21;;104;3204
05.05.2023 02:00:00;05.05.2023 03:00:00;98;146;2901;;22;;121;3288
05.05.2023 03:00:00;05.05.2023 04:00:00;99;143;3077;;25;;117;3461
05.05.2023 04:00:00;05.05.2023 05:00:00;100;144;2860;;22;;129;3255
05.05.2023 05:00:00;05.05.2023 06:00:00;99;143;2784;;22;;173;3221
05.05.2023 06:00:00;05.05.2023 07:00:00;98;146;2824;;21;;173;3262
05.05.2023 07:00:00;05.05.2023 08:00:00;99;153;2824;;20;;156;3252
05.05.2023 08:00:00;05.05.2023 09:00:00;99;155;2893;;20;;137;3304
05.05.2023 09:00:00;05.05.2023 10:00:00;99;155;2865;;20;;236;3375
05.05.2023 10:00:00;05.05.2023 11:00:00;100;158;2857;;21;;205;3341
05.05.2023 11:00:00;05.05.2023 12:00:00;100;155;2839;;22;;183;3299
05.05.2023 12:00:00;05.05.2023 13:00:00;100;150;2866;;20;;161;3297
05.05.2023 13:00:00;05.05.2023 14:00:00;100;151;2948;;21;;170;3390
05.05.2023 14:00:00;05.05.2023 15:00:00;123;148;3011;;21;;194;3497
05.05.2023 15:00:00;05.05.2023 16:00:00;137;142;2955;;22;;207;3463
05.05.2023 16:00:00;05.05.2023 17:00:00;138;143;2964;;21;;182;3448
05.05.2023 17:00:00;05.05.2023 18:00:00;138;157;3161;;21;;171;3648
05.05.2023 18:00:00;05.05.2023 19:00:00;137;158;3264;;21;;166;3746
05.05.2023 19:00:00;05.05.2023 20:00:00;136;156;3346;;21;;164;3823
05.05.2023 20:00:00;05.05.2023 21:00:00;141;156;3294;;23;;158;3772
05.05.2023 21:00:00;05.05.2023 22:00:00;140;156;3303;;23;;147;3769
05.05.2023 22:00:00;05.05.2023 23:00:00;137;156;3188;;23;;136;3640
05.05.2023 23:00:00;06.05.2023 00:00:00;134;159;3052;;23;;136;3504
06.05.2023 00:00:00;06.05.2023 01:00:00;127;162;2926;;27;;127;3369
06.05.2023 01:00:00;06.05.2023 02:00:00;124;162;2927;;22;;154;3389
06.05.2023 02:00:00;06.05.2023 03:00:00;124;162;2938;;22;;137;3383
06.05.2023 03:00:00;06.05.2023 04:00:00;123;161;2998;;24;;138;3444
06.05.2023 04:00:00;06.05.2023 05:00:00;123;161;2995;;21;;171;3471
06.05.2023 05:00:00;06.05.2023 06:00:00;124;161;3034;;23;;185;3527
06.05.2023 06:00:00;06.05.2023 07:00:00;123;161;3041;;26;;192;3543
06.05.2023 07:00:00;06.05.2023 08:00:00;123;157;3125;;22;;222;3649
06.05.2023 08:00:00;06.05.2023 09:00:00;123;159;3204;;23;;200;3709
06.05.2023 09:00:00;06.05.2023 10:00:00;103;160;3179;;23;;219;3684
06.05.2023 10:00:00;06.05.2023 11:00:00;51;161;3135;;25;;218;3590
06.05.2023 11:00:00;06.05.2023 12:00:00;49;159;2979;;21;;201;3409
06.05.2023 12:00:00;06.05.2023 13:00:00;48;161;2620;;18;;193;3040
06.05.2023 13:00:00;06.05.2023 14:00:00;39;160;2271;;19;;166;2655
06.05.2023 14:00:00;06.05.2023 15:00:00;26;161;2289;;22;;167;2665
06.05.2023 15:00:00;06.05.2023 16:00:00;26;160;2852;;19;;167;3224
06.05.2023 16:00:00;06.05.2023 17:00:00;26;160;3021;;16;;81;3304
06.05.2023 17:00:00;06.05.2023 18:00:00;26;160;3039;;20;;50;3295
06.05.2023 18:00:00;06.05.2023 19:00:00;26;162;3065;;22;;57;3332
06.05.2023 19:00:00;06.05.2023 20:00:00;26;161;3342;;22;;54;3605
06.05.2023 20:00:00;06.05.2023 21:00:00;27;160;3314;;23;;63;3587
06.05.2023 21:00:00;06.05.2023 22:00:00;27;159;3315;;23;;98;3622
06.05.2023 22:00:00;06.05.2023 23:00:00;26;159;3266;;23;;140;3614
06.05.2023 23:00:00;07.05.2023 00:00:00;26;160;3226;;23;;173;3608
07.05.2023 00:00:00;07.05.2023 01:00:00;26;161;3204;;23;;190;3604
07.05.2023 01:00:00;07.05.2023 02:00:00;27;160;3201;;24;;157;3569
07.05.2023 02:00:00;07.05.2023 03:00:00;27;161;3146;;23;;199;3556
07.05.2023 03:00:00;07.05.2023 04:00:00;27;158;3098;;23;;242;3548
07.05.2023 04:00:00;07.05.2023 05:00:00;27;160;3051;;22;;283;3543
07.05.2023 05:00:00;07.05.2023 06:00:00;27;159;2985;;22;;309;3502
07.05.2023 06:00:00;07.05.2023 07:00:00;27;162;2998;;22;;328;3537
07.05.2023 07:00:00;07.05.2023 08:00:00;26;160;2782;;20;;294;3282
07.05.2023 08:00:00;07.05.2023 09:00:00;26;146;2716;;22;;301;3211
07.05.2023 09:00:00;07.05.2023 10:00:00;26;148;2695;;24;;315;3208
07.05.2023 10:00:00;07.05.2023 11:00:00;27;145;2592;;23;;320;3107
07.05.2023 11:00:00;07.05.2023 12:00:00;27;139;2434;;22;;327;2949
07.05.2023 12:00:00;07.05.2023 13:00:00;26;145;2631;;23;;309;3134
